face_id,photo_key,left,top,width,height,confidence
2f75530a-dd9d-40dd-aff4-4391d1e21291,Camera 1/S&V R C1 Sangeet-10.jpg,-0.0003138303873129189,0.1574522703886032,0.05464992672204971,0.1599268764257431,99.68515014648438
c84cfa2f-4763-4b62-91a8-12a21938c3dd,Camera 1/S&V R C1 Sangeet-10.jpg,0.6175059080123901,0.1268494874238968,0.05349578708410263,0.1094905436038971,99.98260498046875
f9f4c557-b925-48ce-92e7-2f1c8d0ce318,Camera 1/S&V R C1 Sangeet-10.jpg,0.4759053587913513,0.19846728444099426,0.04619857668876648,0.09446355700492859,99.96941375732422
39670168-403f-4c8f-b7f5-4e467690f69e,Camera 1/S&V R C1 Sangeet-100.jpg,0.31029200553894043,0.1624002456665039,0.05769027769565582,0.11381124705076218,99.98595428466797
40c4dfbb-16a8-4e99-b55e-ff5e1a3fafef,Camera 1/S&V R C1 Sangeet-100.jpg,0.5308564305305481,0.22383594512939453,0.05359191820025444,0.1040436252951622,99.98692321777344
c8f97239-7c60-45b5-abc1-885039464aa5,Camera 1/S&V R C1 Sangeet-1000.jpg,0.6996145248413086,0.16725532710552216,0.05671093612909317,0.11289022117853165,99.99004364013672
ded8bec8-adc7-4839-9a7d-bcd4f0fedfbe,Camera 1/S&V R C1 Sangeet-1000.jpg,0.40502050518989563,0.1858665496110916,0.04029226675629616,0.08649304509162903,99.89720916748047
359ab179-78b9-4fa1-84bb-456f0c32f14c,Camera 1/S&V R C1 Sangeet-1000.jpg,0.2591358721256256,0.19825094938278198,0.02996249310672283,0.05777893215417862,99.99635314941406
2fe33e38-17a4-45fa-bb7f-41969a70faee,Camera 1/S&V R C1 Sangeet-1000.jpg,0.06467102468013763,0.19144444167613983,0.02957410365343094,0.04944513738155365,99.91058349609375
ab43ffe5-4dfa-45b3-937f-0b66b5012f3c,Camera 1/S&V R C1 Sangeet-1001.jpg,0.7521704435348511,0.13508886098861694,0.05783502012491226,0.11572787910699844,99.99639129638672
fd7a1d02-56c4-4c6f-89ac-f055a593192d,Camera 1/S&V R C1 Sangeet-1001.jpg,0.4227442741394043,0.16641445457935333,0.04242248460650444,0.0858742892742157,99.95057678222656
e2b3c57d-03d1-4c20-89b0-ae1db3fc4151,Camera 1/S&V R C1 Sangeet-1001.jpg,0.3194047510623932,0.20038160681724548,0.02862994372844696,0.055555135011672974,99.99114227294922
4773198b-7404-4898-bf78-6ad2940350c7,Camera 1/S&V R C1 Sangeet-1002.jpg,0.4012303650379181,0.18748630583286285,0.04464761167764664,0.09011802077293396,99.9416732788086
d7dff356-2534-4d4e-9ad7-d824d5797262,Camera 1/S&V R C1 Sangeet-1002.jpg,0.35122841596603394,0.21380150318145752,0.02992120385169983,0.05776267871260643,99.9302978515625
af5763ec-b613-4232-983e-6d37e6cc31e9,Camera 1/S&V R C1 Sangeet-1002.jpg,0.1692347526550293,0.2173646241426468,0.02920638956129551,0.0455041341483593,99.98163604736328
c53e198d-10dd-4024-8bb2-334247646de4,Camera 1/S&V R C1 Sangeet-1003.jpg,0.7316325902938843,0.20606626570224762,0.046595945954322815,0.08112598210573196,99.98558807373047
3c928e0a-6dc3-4d97-ade9-4a788ad18022,Camera 1/S&V R C1 Sangeet-1003.jpg,0.3798085153102875,0.2094683051109314,0.03892379626631737,0.07978325337171555,99.96721649169922
6d104298-2d90-41dc-ae7d-da10cb822a68,Camera 1/S&V R C1 Sangeet-1003.jpg,0.00490996427834034,0.2133072465658188,0.0316520631313324,0.04956881329417229,99.97886657714844
d7e6657c-5885-448a-9f43-9213e786e35c,Camera 1/S&V R C1 Sangeet-1004.jpg,0.7504935264587402,0.09482432156801224,0.03913214057683945,0.09676279127597809,99.91059875488281
89fc31f4-00e7-434c-b979-701205849287,Camera 1/S&V R C1 Sangeet-1004.jpg,0.3617140054702759,0.1628749668598175,0.03585720807313919,0.08160912990570068,98.50450134277344
4726dddb-4f7a-45e0-9c53-1e9d2e8c2cb5,Camera 1/S&V R C1 Sangeet-1005.jpg,0.5957895517349243,0.23026268184185028,0.044476255774497986,0.07380608469247818,99.9482650756836
6992b720-7f53-48c3-a48f-6cf68aa4db22,Camera 1/S&V R C1 Sangeet-1005.jpg,0.34532463550567627,0.2060312032699585,0.03602423146367073,0.07707391679286957,99.99337005615234
e5ceb916-91fd-48ca-868c-30765feb6b86,Camera 1/S&V R C1 Sangeet-1005.jpg,0.957645833492279,0.32880347967147827,0.02304418943822384,0.0429711751639843,99.85749816894531
8a898986-742a-4459-85a6-908effd8743c,Camera 1/S&V R C1 Sangeet-1006.jpg,0.6398799419403076,0.1468229740858078,0.03671661391854286,0.09125195443630219,99.89066314697266
8680ecec-5f35-4e8f-ae78-695e954c081d,Camera 1/S&V R C1 Sangeet-1006.jpg,0.3537806272506714,0.1672976315021515,0.034672483801841736,0.07951425015926361,99.99079895019531
db9df736-c753-4d09-a461-12a8564e2cdf,Camera 1/S&V R C1 Sangeet-1006.jpg,0.9667031764984131,0.29853957891464233,0.0227512214332819,0.04212401062250137,99.91590118408203
bcfc4a9a-85bd-4324-9a1a-0618a723d46a,Camera 1/S&V R C1 Sangeet-1007.jpg,0.44860807061195374,0.16676324605941772,0.052621275186538696,0.09399288147687912,99.99342346191406
0c38e39f-92a9-4f3a-9a5f-f32a17277bc5,Camera 1/S&V R C1 Sangeet-1007.jpg,0.6566958427429199,0.15805071592330933,0.02482501231133938,0.07533526420593262,88.69355010986328
2d20294c-35fa-4cb1-a0fc-75f9c2e219d9,Camera 1/S&V R C1 Sangeet-1008.jpg,0.4447545111179352,0.17147469520568848,0.044619444757699966,0.09405844658613205,99.98524475097656
68eb306f-eb1a-4e4c-89d4-d297f4bc565d,Camera 1/S&V R C1 Sangeet-1008.jpg,0.05367603898048401,0.21994243562221527,0.03129098564386368,0.05896735563874245,99.9964828491211
046f0b02-5aae-40e4-94d1-c3f1305b00a2,Camera 1/S&V R C1 Sangeet-1009.jpg,0.6603747606277466,0.16394777595996857,0.0504598394036293,0.10879967361688614,99.96314239501953
